date,channel,campaign_name,campaign_type,spend,revenue,clicks,impressions,conversions,budget
2024-01-17,Google,Search_TM_Campaign_01,SEARCH,105.4,697.3311495,305.0,1025.0,3.046291,90.0
2024-01-18,Google,Search_TM_Campaign_01,SEARCH,113.0,1749.70629506,313.0,1113.0,12.718871,90.0
2024-01-19,Google,Search_TM_Campaign_01,SEARCH,131.2,3653.33440773,365.0,1232.0,5.720045,90.0
2024-01-20,Google,Search_TM_Campaign_01,SEARCH,138.11,1516.7422999,451.0,1499.0,11.518445,90.0
2024-01-21,Google,Search_TM_Campaign_01,SEARCH,139.65,976.1609816,426.0,1395.0,8.78236,90.0
2024-01-22,Google,Search_TM_Campaign_01,SEARCH,180.72,2170.99581085,369.0,1103.0,8.510328,90.0
2024-01-23,Google,Search_TM_Campaign_01,SEARCH,199.04,460.08066003,376.0,1154.0,7.729846,90.0
2024-01-24,Google,Search_TM_Campaign_01,SEARCH,112.97,252.03579731,319.0,1039.0,6.143904,90.0
2024-01-25,Google,Search_TM_Campaign_01,SEARCH,122.46,1846.90462648,312.0,1155.0,15.334708,90.0
2024-01-26,Google,Search_TM_Campaign_01,SEARCH,106.4,603.13312905,358.0,1164.0,7.241117,90.0
2024-01-27,Google,Search_TM_Campaign_01,SEARCH,128.62,811.22507663,444.0,1521.0,5.715695,90.0
2024-01-28,Google,Search_TM_Campaign_01,SEARCH,188.728528,709.6063194300001,502.0,1601.0,9.238244000000002,90.0
2024-01-29,Google,Search_TM_Campaign_01,SEARCH,175.74,494.6980088,387.0,1273.0,8.007161,90.0
2024-01-30,Google,Search_TM_Campaign_01,SEARCH,172.69,691.78419312,368.0,1203.0,9.650103,90.0
2024-01-31,Google,Search_TM_Campaign_01,SEARCH,116.7,1344.3857963,309.0,1240.0,14.773426,90.0
2024-02-01,Google,Search_TM_Campaign_01,SEARCH,151.93,850.2611501199999,351.0,1184.0,11.597054,90.0
2024-02-02,Google,Search_TM_Campaign_01,SEARCH,128.73,914.89902739,338.0,1244.0,10.479293,90.0
2024-02-03,Google,Search_TM_Campaign_01,SEARCH,190.47,1280.22121759,481.0,1653.0,13.013566,90.0
2024-02-04,Google,Search_TM_Campaign_01,SEARCH,150.67,1495.60877113,473.0,1474.0,15.024808,90.0
2024-02-05,Google,Search_TM_Campaign_01,SEARCH,126.14,488.93693987,364.0,1202.0,7.302105,90.0
2024-02-06,Google,Search_TM_Campaign_01,SEARCH,186.05,901.40602411,377.0,1297.0,11.601271,90.0
2024-02-07,Google,Search_TM_Campaign_01,SEARCH,152.58,1688.75475935,382.0,1306.0,15.487664,90.0
2024-02-08,Google,Search_TM_Campaign_01,SEARCH,138.72,779.54730389,369.0,1335.0,10.33366,90.0
2024-02-09,Google,Search_TM_Campaign_01,SEARCH,116.84,768.47133128,360.0,1177.0,11.004692,90.0
2024-02-10,Google,Search_TM_Campaign_01,SEARCH,121.83,887.75295781,387.0,1537.0,9.235716,90.0
2024-02-11,Google,Search_TM_Campaign_01,SEARCH,132.1,642.15,420.0,1408.0,6.0,90.0
2024-02-12,Google,Search_TM_Campaign_01,SEARCH,178.96,870.42388108,386.0,1279.0,10.401455,90.0
2024-02-13,Google,Search_TM_Campaign_01,SEARCH,132.29,581.3199999999999,362.0,1366.0,7.5,90.0
2024-02-14,Google,Search_TM_Campaign_01,SEARCH,175.36,891.62504562,473.0,1558.0,10.957935,90.0
2024-02-15,Google,Search_TM_Campaign_01,SEARCH,180.62,1404.86679045,401.0,1366.0,13.356166,90.0
2024-02-16,Google,Search_TM_Campaign_01,SEARCH,125.88,506.11493496,376.0,1256.0,7.166666,90.0
2024-02-17,Google,Search_TM_Campaign_01,SEARCH,157.85,499.04834572,488.0,1701.0,9.335266,90.0
2024-02-18,Google,Search_TM_Campaign_01,SEARCH,134.02,898.70027368,422.0,1594.0,12.014156,90.0
2024-02-19,Google,Search_TM_Campaign_01,SEARCH,151.77,1232.8,416.0,1333.0,16.0,90.0
2024-02-20,Google,Search_TM_Campaign_01,SEARCH,135.08,347.79683666,306.0,1132.0,4.009636,90.0
2024-02-21,Google,Search_TM_Campaign_01,SEARCH,116.42,685.7353141899999,341.0,1040.0,7.003831,90.0
2024-02-22,Google,Search_TM_Campaign_01,SEARCH,116.12,364.657514,349.0,1144.0,7.076537,90.0
2024-02-23,Google,Search_TM_Campaign_01,SEARCH,74.21,442.06628175,353.0,1256.0,7.078075,90.0
2024-02-24,Google,Search_TM_Campaign_01,SEARCH,109.49,533.21687761,415.0,1392.0,11.001351,90.0
2024-02-25,Google,Search_TM_Campaign_01,SEARCH,99.56,761.6899999999999,384.0,1296.0,7.0,90.0
2024-02-26,Google,Search_TM_Campaign_01,SEARCH,78.45,1676.81321198,319.0,989.0,15.631822,90.0
2024-02-27,Google,Search_TM_Campaign_01,SEARCH,101.56,2969.42532382,366.0,1153.0,23.661778,90.0
2024-02-28,Google,Search_TM_Campaign_01,SEARCH,122.38,683.79919688,348.0,1197.0,9.431412,90.0
2024-02-29,Google,Search_TM_Campaign_01,SEARCH,106.57,1214.6075,351.0,1281.0,11.25,90.0
2024-03-01,Google,Search_TM_Campaign_01,SEARCH,147.15,623.30734338,449.0,1587.0,10.017446,90.0
2024-03-02,Google,Search_TM_Campaign_01,SEARCH,141.28,1691.7438179899998,496.0,1767.0,19.228881,90.0
2024-03-03,Google,Search_TM_Campaign_01,SEARCH,130.05,613.64,460.0,1733.0,8.0,90.0
2024-03-04,Google,Search_TM_Campaign_01,SEARCH,151.97,1253.87615028,387.0,1346.0,13.168468,90.0
2024-03-05,Google,Search_TM_Campaign_01,SEARCH,146.78,1202.14,418.0,1349.0,15.0,90.0
2024-03-06,Google,Search_TM_Campaign_01,SEARCH,166.72,2112.62,402.0,1536.0,18.0,90.0
2024-03-07,Google,Search_TM_Campaign_01,SEARCH,123.01,561.05,403.0,1434.0,9.0,90.0
2024-03-08,Google,Search_TM_Campaign_01,SEARCH,139.94,2177.66577472,468.0,1666.0,19.033108,90.0
2024-03-09,Google,Search_TM_Campaign_01,SEARCH,176.33,1779.580332,523.0,1746.0,13.93795,90.0
2024-03-10,Google,Search_TM_Campaign_01,SEARCH,179.99,466.51,450.0,1594.0,7.0,90.0
2024-03-11,Google,Search_TM_Campaign_01,SEARCH,152.19,668.05652837,407.0,1362.0,10.922801,90.0
2024-03-12,Google,Search_TM_Campaign_01,SEARCH,161.43,415.52,397.0,1426.0,5.0,90.0
2024-03-13,Google,Search_TM_Campaign_01,SEARCH,143.98,486.22086123,407.0,1391.0,5.000141,90.0
2024-03-14,Google,Search_TM_Campaign_01,SEARCH,154.64,967.2095732,386.0,1410.0,13.882847,90.0
2024-03-15,Google,Search_TM_Campaign_01,SEARCH,142.16,1145.7890018,400.0,1363.0,15.015646,90.0
2024-03-16,Google,Search_TM_Campaign_01,SEARCH,125.31,1077.22695157,415.0,1604.0,9.841865,90.0
2024-03-17,Google,Search_TM_Campaign_01,SEARCH,139.83,227.34489788,434.0,1499.0,3.202175,90.0
2024-03-18,Google,Search_TM_Campaign_01,SEARCH,152.72,305.9660244,360.0,1283.0,4.94679,90.0
2024-03-19,Google,Search_TM_Campaign_01,SEARCH,154.55,1115.33935155,376.0,1423.0,11.073357,90.0
2024-03-20,Google,Search_TM_Campaign_01,SEARCH,114.67,811.13471693,362.0,1257.0,6.002751,90.0
2024-03-21,Google,Search_TM_Campaign_01,SEARCH,211.85,2731.3645166,719.0,1809.0,22.39834,90.0
2024-03-22,Google,Search_TM_Campaign_01,SEARCH,175.26,2434.32097897,431.0,1501.0,16.184414,90.0
2024-03-23,Google,Search_TM_Campaign_01,SEARCH,153.41,1018.00964553,528.0,1867.0,14.769123,90.0
2024-03-24,Google,Search_TM_Campaign_01,SEARCH,170.1,2442.59203888,532.0,1790.0,19.165192,90.0
2024-03-25,Google,Search_TM_Campaign_01,SEARCH,139.92,674.49,445.0,1586.0,7.0,90.0
2024-03-26,Google,Search_TM_Campaign_01,SEARCH,133.34,1144.70574492,407.0,1432.0,18.405992,90.0
2024-03-27,Google,Search_TM_Campaign_01,SEARCH,125.584841,1475.6195834,453.0,1563.0,18.90723,90.0
2024-03-28,Google,Search_TM_Campaign_01,SEARCH,146.05,413.57696781,398.0,1490.0,6.501805,90.0
2024-03-29,Google,Search_TM_Campaign_01,SEARCH,160.37,1668.86122225,380.0,1485.0,17.005173,90.0
2024-03-30,Google,Search_TM_Campaign_01,SEARCH,133.985973,397.57,387.0,1434.0,5.0,90.0
2024-03-31,Google,Search_TM_Campaign_01,SEARCH,123.348148,341.83539519,472.0,1626.0,4.841986,90.0
2024-04-01,Google,Search_TM_Campaign_01,SEARCH,130.994909,844.0353371799999,350.0,1273.0,11.333482,90.0
2024-04-02,Google,Search_TM_Campaign_01,SEARCH,120.503483,316.90204065,341.0,1343.0,4.311073,90.0
2024-04-03,Google,Search_TM_Campaign_01,SEARCH,103.218211,703.45127525,328.0,1187.0,9.890348,90.0
2024-04-04,Google,Search_TM_Campaign_01,SEARCH,107.665333,593.1771113,364.0,1196.0,5.370674,90.0
2024-04-05,Google,Search_TM_Campaign_01,SEARCH,106.84,746.95,358.0,1191.0,9.0,90.0
2024-04-06,Google,Search_TM_Campaign_01,SEARCH,119.99,1101.04331232,421.0,1385.0,11.001888,90.0
2024-04-07,Google,Search_TM_Campaign_01,SEARCH,114.777142,2132.63791291,354.0,1276.0,7.972809,90.0
2024-04-08,Google,Search_TM_Campaign_01,SEARCH,102.679636,816.883752,284.0,959.0,6.003752,90.0
2024-04-09,Google,Search_TM_Campaign_01,SEARCH,75.62,259.27662132,253.0,997.0,6.618918,90.0
2024-04-10,Google,Search_TM_Campaign_01,SEARCH,78.89015,782.05582582,313.0,1081.0,9.972809,90.0
2024-04-11,Google,Search_TM_Campaign_01,SEARCH,124.995847,1535.75694215,368.0,1275.0,14.581011,90.0
2024-04-12,Google,Search_TM_Campaign_01,SEARCH,116.032058,653.0463103,323.0,1094.0,8.501292,90.0
2024-04-13,Google,Search_TM_Campaign_01,SEARCH,101.122016,436.71759712,373.0,1377.0,6.011212,90.0
2024-04-14,Google,Search_TM_Campaign_01,SEARCH,121.432388,591.73896397,374.0,1230.0,7.967299,90.0
2024-04-15,Google,Search_TM_Campaign_01,SEARCH,102.46,695.9187903100001,279.0,1007.0,7.673433,90.0
2024-04-16,Google,Search_TM_Campaign_01,SEARCH,111.66,378.4,296.0,973.0,6.0,90.0
2024-04-17,Google,Search_TM_Campaign_01,SEARCH,122.937856,116.25,305.0,1082.0,1.0,90.0
2024-04-18,Google,Search_TM_Campaign_01,SEARCH,115.223237,2498.85,347.0,1204.0,9.0,90.0
2024-04-19,Google,Search_TM_Campaign_01,SEARCH,119.955,320.62,349.0,1241.0,6.0,90.0
2024-04-20,Google,Search_TM_Campaign_01,SEARCH,97.517375,258.43,346.0,1315.0,3.0,90.0
2024-04-21,Google,Search_TM_Campaign_01,SEARCH,130.21,505.34,383.0,1341.0,5.0,90.0
2024-04-22,Google,Search_TM_Campaign_01,SEARCH,120.81439,1565.7712421,307.0,1058.0,8.134655,90.0
2024-04-23,Google,Search_TM_Campaign_01,SEARCH,176.191043,532.93383152,357.0,1197.0,9.002948,90.0
2024-04-24,Google,Search_TM_Campaign_01,SEARCH,169.84,2155.78703843,372.0,1436.0,14.250795,90.0
2024-04-25,Google,Search_TM_Campaign_01,SEARCH,204.09,783.04,374.0,1810.0,11.0,90.0
2024-04-26,Google,Search_TM_Campaign_01,SEARCH,176.81,367.37,390.0,2334.0,5.0,90.0
2024-04-27,Google,Search_TM_Campaign_01,SEARCH,147.06,298.54,372.0,2615.0,4.0,90.0
2024-04-28,Google,Search_TM_Campaign_01,SEARCH,148.925712,1065.93908738,406.0,2655.0,10.134646,90.0
2024-04-29,Google,Search_TM_Campaign_01,SEARCH,168.67,358.2579057,335.0,2422.0,2.002018,90.0
2024-04-30,Google,Search_TM_Campaign_01,SEARCH,196.676275,658.8803906,326.0,2184.0,7.160746,90.0
2024-05-01,Google,Search_TM_Campaign_01,SEARCH,139.932911,210.24,318.0,2148.0,2.0,90.0
2024-05-02,Google,Search_TM_Campaign_01,SEARCH,181.42,1387.00145134,317.0,2273.0,14.025106,90.0
2024-05-03,Google,Search_TM_Campaign_01,SEARCH,251.93,1136.485,366.0,2666.0,7.5,90.0
2024-05-04,Google,Search_TM_Campaign_01,SEARCH,238.55783,721.88,448.0,3191.0,7.0,90.0
2024-05-05,Google,Search_TM_Campaign_01,SEARCH,210.84,2006.89991015,423.0,3256.0,9.375005,90.0
2024-05-06,Google,Search_TM_Campaign_01,SEARCH,258.711333,663.8199778400001,383.0,2817.0,9.908874,90.0
2024-05-07,Google,Search_TM_Campaign_01,SEARCH,259.111153,854.82791075,360.0,2835.0,10.001523,90.0
2024-05-08,Google,Search_TM_Campaign_01,SEARCH,177.98,790.965,317.0,3171.0,9.5,90.0
2024-05-09,Google,Search_TM_Campaign_01,SEARCH,260.052318,633.16823904,381.0,4046.0,9.338528,90.0
2024-05-10,Google,Search_TM_Campaign_01,SEARCH,229.343783,351.51791075,382.0,4209.0,6.001523000000001,90.0
2024-05-11,Google,Search_TM_Campaign_01,SEARCH,255.787142,760.9815617300001,457.0,4974.0,6.025107,90.0
2024-05-12,Google,Search_TM_Campaign_01,SEARCH,205.344241,579.91,379.0,4600.0,9.0,90.0
2024-05-13,Google,Search_TM_Campaign_01,SEARCH,218.48,622.025,370.0,4537.0,9.75,90.0
2024-05-14,Google,Search_TM_Campaign_01,SEARCH,237.557,839.77097177,314.0,4412.0,10.265561,90.0
2024-05-15,Google,Search_TM_Campaign_01,SEARCH,217.155,1057.36,336.0,3795.0,8.0,90.0
2024-05-16,Google,Search_TM_Campaign_01,SEARCH,163.672436,466.16,325.0,3131.0,7.0,90.0
2024-05-17,Google,Search_TM_Campaign_01,SEARCH,210.99056,865.6,379.0,3056.0,13.0,90.0
2024-05-18,Google,Search_TM_Campaign_01,SEARCH,194.874237,599.94,401.0,3675.0,9.0,90.0
2024-05-19,Google,Search_TM_Campaign_01,SEARCH,229.644456,207.6197609,375.0,3447.0,2.90199,90.0
2024-05-20,Google,Search_TM_Campaign_01,SEARCH,217.67404,1305.392468,362.0,2850.0,13.935095,90.0
2024-05-21,Google,Search_TM_Campaign_01,SEARCH,218.73,392.25937253,307.0,2868.0,6.102687,90.0
2024-05-22,Google,Search_TM_Campaign_01,SEARCH,173.157172,267.5,294.0,2775.0,1.0,90.0
2024-05-23,Google,Search_TM_Campaign_01,SEARCH,204.25,311.21,328.0,3225.0,2.0,90.0
2024-05-24,Google,Search_TM_Campaign_01,SEARCH,174.89943,636.0,356.0,3614.0,4.0,90.0
2024-05-25,Google,Search_TM_Campaign_01,SEARCH,187.319467,0.0,398.0,3317.0,0.0,90.0
2024-05-26,Google,Search_TM_Campaign_01,SEARCH,234.283957,89.85032232,550.0,3593.0,1.106659,90.0
2024-05-27,Google,Search_TM_Campaign_01,SEARCH,213.926316,5.16226484,469.0,3839.0,0.157704,90.0
2024-05-28,Google,Search_TM_Campaign_01,SEARCH,217.53892,71.37,396.0,3337.0,2.0,90.0
2024-05-29,Google,Search_TM_Campaign_01,SEARCH,177.4,294.32,349.0,3127.0,2.0,90.0
2024-05-30,Google,Search_TM_Campaign_01,SEARCH,163.706,281.08,334.0,2749.0,3.0,90.0
2024-05-31,Google,Search_TM_Campaign_01,SEARCH,149.99,297.98469112,342.0,2745.0,3.184344,90.0
2024-06-01,Google,Search_TM_Campaign_01,SEARCH,111.68,382.1,321.0,2634.0,6.0,90.0
2024-06-02,Google,Search_TM_Campaign_01,SEARCH,142.1,1481.71,379.0,2384.0,9.0,90.0
2024-06-03,Google,Search_TM_Campaign_01,SEARCH,109.33,543.1700000000001,325.0,2337.0,10.0,90.0
2024-06-04,Google,Search_TM_Campaign_01,SEARCH,105.85,2118.61,340.0,2098.0,15.0,90.0
2024-06-05,Google,Search_TM_Campaign_01,SEARCH,99.8,713.755128,381.0,2233.0,7.66532,90.0
2024-06-06,Google,Search_TM_Campaign_01,SEARCH,107.01,899.94,324.0,2080.0,7.0,90.0
2024-06-07,Google,Search_TM_Campaign_01,SEARCH,140.624062,1544.82,382.0,2645.0,13.0,90.0
2024-06-08,Google,Search_TM_Campaign_01,SEARCH,102.665641,740.62,367.0,3306.0,8.0,90.0
2024-06-09,Google,Search_TM_Campaign_01,SEARCH,129.696242,1297.24204818,439.0,3498.0,10.667551,90.0
2024-06-10,Google,Search_TM_Campaign_01,SEARCH,162.906012,531.78148576,423.0,3313.0,7.001616,90.0
2024-06-11,Google,Search_TM_Campaign_01,SEARCH,145.403407,399.65175,345.0,1767.0,4.0,90.0
2024-06-12,Google,Search_TM_Campaign_01,SEARCH,124.33,225.908887,353.0,1405.0,6.913882,90.0
2024-06-13,Google,Search_TM_Campaign_01,SEARCH,110.966079,510.37,358.0,1452.0,6.0,90.0
2024-06-14,Google,Search_TM_Campaign_01,SEARCH,119.141654,1577.98,382.0,1634.0,11.0,90.0
2024-06-15,Google,Search_TM_Campaign_01,SEARCH,135.23,1021.13,392.0,1581.0,8.0,90.0
2024-06-16,Google,Search_TM_Campaign_01,SEARCH,101.8808,909.74844,337.0,1412.0,10.034987,90.0
2024-06-17,Google,Search_TM_Campaign_01,SEARCH,165.142856,260.76,379.0,1506.0,7.0,90.0
2024-06-18,Google,Search_TM_Campaign_01,SEARCH,163.355215,274.13,383.0,1567.0,3.0,90.0
2024-06-19,Google,Search_TM_Campaign_01,SEARCH,157.044945,533.2170604400001,409.0,1702.0,8.049091,90.0
2024-06-20,Google,Search_TM_Campaign_01,SEARCH,181.406517,2739.91,393.0,1608.0,9.0,90.0
2024-06-21,Google,Search_TM_Campaign_01,SEARCH,172.732454,714.8399999999999,409.0,1717.0,13.0,90.0
2024-06-22,Google,Search_TM_Campaign_01,SEARCH,148.256132,768.28967768,452.0,1957.0,6.893341,90.0
2024-06-23,Google,Search_TM_Campaign_01,SEARCH,174.761567,348.76856,438.0,1921.0,5.034988,90.0
2024-06-24,Google,Search_TM_Campaign_01,SEARCH,202.995562,91.8,424.0,1598.0,1.5,90.0
2024-06-25,Google,Search_TM_Campaign_01,SEARCH,200.84832,788.40456,444.0,1702.0,8.395038,90.0
2024-06-26,Google,Search_TM_Campaign_01,SEARCH,154.803422,353.1911075,421.0,1700.0,5.691066,90.0
2024-06-27,Google,Search_TM_Campaign_01,SEARCH,204.8,729.139938,441.0,1751.0,10.892698,90.0
2024-06-28,Google,Search_TM_Campaign_01,SEARCH,145.749386,502.286218,437.0,1685.0,7.670339,90.0
2024-06-29,Google,Search_TM_Campaign_01,SEARCH,146.03775,1534.9620759999998,466.0,2029.0,12.943117,90.0
2024-06-30,Google,Search_TM_Campaign_01,SEARCH,197.11551,1012.6688538,503.0,2174.0,7.968248000000001,90.0
2024-07-01,Google,Search_TM_Campaign_01,SEARCH,215.542822,457.5,436.0,1821.0,3.0,90.0
2024-07-02,Google,Search_TM_Campaign_01,SEARCH,210.670436,587.5,449.0,1815.0,9.0,90.0
2024-07-03,Google,Search_TM_Campaign_01,SEARCH,172.382814,595.6930112,419.0,1784.0,6.845797,90.0
2024-07-04,Google,Search_TM_Campaign_01,SEARCH,156.344799,151.55,411.0,1730.0,5.0,90.0
2024-07-05,Google,Search_TM_Campaign_01,SEARCH,221.54,1279.85,495.0,2047.0,11.0,90.0
2024-07-06,Google,Search_TM_Campaign_01,SEARCH,213.436708,493.258442,474.0,2076.0,5.0115110000000005,90.0
2024-07-07,Google,Search_TM_Campaign_01,SEARCH,221.613807,445.000784,535.0,2181.0,8.589631,90.0
2024-07-08,Google,Search_TM_Campaign_01,SEARCH,318.518298,2953.150052,682.0,2198.0,38.950052,90.0
2024-07-09,Google,Search_TM_Campaign_01,SEARCH,225.696897,188.165472,536.0,2005.0,6.040228,90.0
2024-07-10,Google,Search_TM_Campaign_01,SEARCH,266.300782,919.2366679,529.0,2025.0,13.237201,90.0
2024-07-11,Google,Search_TM_Campaign_01,SEARCH,253.11292,708.034528,495.0,2078.0,12.459772,90.0
2024-07-12,Google,Search_TM_Campaign_01,SEARCH,272.579989,353.7,507.0,2034.0,9.0,90.0
2024-07-13,Google,Search_TM_Campaign_01,SEARCH,217.351016,145.16987899999998,491.0,2091.0,3.0379430000000003,90.0
2024-07-14,Google,Search_TM_Campaign_01,SEARCH,255.507599,1108.2728724,474.0,1982.0,7.214334,90.0
2024-07-15,Google,Search_TM_Campaign_01,SEARCH,224.294516,560.139265,462.0,1975.0,10.263681,90.0
2024-07-16,Google,Search_TM_Campaign_01,SEARCH,234.09,797.599435,427.0,1874.0,11.110531,90.0
2024-07-17,Google,Search_TM_Campaign_01,SEARCH,258.36,1242.1,447.0,1917.0,15.0,90.0
2024-07-18,Google,Search_TM_Campaign_01,SEARCH,222.66,653.58728,426.0,1676.0,11.622571,90.0
2024-07-19,Google,Search_TM_Campaign_01,SEARCH,167.37,497.2254892,377.0,1501.0,7.691734,90.0
2024-07-20,Google,Search_TM_Campaign_01,SEARCH,141.91,532.2,420.0,1797.0,7.0,90.0
2024-07-21,Google,Search_TM_Campaign_01,SEARCH,152.06,334.063812,375.0,1571.0,5.028636,90.0
2024-07-22,Google,Search_TM_Campaign_01,SEARCH,121.81,1108.0,295.0,1151.0,7.5,90.0
2024-07-23,Google,Search_TM_Campaign_01,SEARCH,129.28,543.1,330.0,1136.0,6.0,90.0
2024-07-24,Google,Search_TM_Campaign_01,SEARCH,150.13,947.7593,372.0,1411.0,10.02245,90.0
2024-07-25,Google,Search_TM_Campaign_01,SEARCH,120.27,145.13661,329.0,1460.0,5.009058,90.0
2024-07-26,Google,Search_TM_Campaign_01,SEARCH,139.95,430.07999,353.0,1451.0,5.013116,90.0
2024-07-27,Google,Search_TM_Campaign_01,SEARCH,103.63,227.7567,327.0,1432.0,3.001081,90.0
2024-07-28,Google,Search_TM_Campaign_01,SEARCH,104.59,88.08121,372.0,1486.0,3.00291,90.0
2024-07-29,Google,Search_TM_Campaign_01,SEARCH,130.3,402.5,332.0,1299.0,7.5,90.0
2024-07-30,Google,Search_TM_Campaign_01,SEARCH,112.76,598.8904,368.0,1442.0,5.509976,90.0
2024-07-31,Google,Search_TM_Campaign_01,SEARCH,105.02,1226.16023044,343.0,1317.0,13.019621,90.0
2024-08-01,Google,Search_TM_Campaign_01,SEARCH,107.47,462.80757,300.0,1359.0,4.552693,90.0
2024-08-02,Google,Search_TM_Campaign_01,SEARCH,138.132668,650.832667,344.0,1471.0,3.607371,90.0
2024-08-03,Google,Search_TM_Campaign_01,SEARCH,129.432796,445.43747,356.0,1432.0,3.957063,90.0
2024-08-04,Google,Search_TM_Campaign_01,SEARCH,125.820475,498.599257,346.0,1808.0,5.008209,90.0
2024-08-05,Google,Search_TM_Campaign_01,SEARCH,145.148695,1154.867252,349.0,2464.0,7.620259,90.0
2024-08-06,Google,Search_TM_Campaign_01,SEARCH,132.05,201.224709,298.0,1419.0,5.46405,90.0
2024-08-07,Google,Search_TM_Campaign_01,SEARCH,116.632923,232.260159,310.0,1142.0,2.454953,90.0
2024-08-08,Google,Search_TM_Campaign_01,SEARCH,138.309986,284.67025,330.0,1061.0,6.000681,90.0
2024-08-09,Google,Search_TM_Campaign_01,SEARCH,125.706474,1226.0,341.0,1184.0,16.0,90.0
2024-08-10,Google,Search_TM_Campaign_01,SEARCH,117.999579,445.2762942,276.0,1104.0,6.036241,90.0
2024-08-11,Google,Search_TM_Campaign_01,SEARCH,109.752293,2442.342,280.0,993.0,7.00568,90.0
2024-08-12,Google,Search_TM_Campaign_01,SEARCH,61.242118,270.0,194.0,483.0,4.0,90.0
2024-08-13,Google,Search_TM_Campaign_01,SEARCH,38.754054,189.7,126.0,299.0,4.0,90.0
2024-08-14,Google,Search_TM_Campaign_01,SEARCH,53.630135,1166.5,162.0,396.0,7.0,90.0
2024-08-15,Google,Search_TM_Campaign_01,SEARCH,64.962003,425.0,171.0,422.0,2.0,90.0
2024-08-16,Google,Search_TM_Campaign_01,SEARCH,60.212362,43.2,185.0,519.0,1.0,90.0
2024-08-17,Google,Search_TM_Campaign_01,SEARCH,77.558801,272.6,251.0,588.0,4.0,90.0
2024-08-18,Google,Search_TM_Campaign_01,SEARCH,77.298681,180.0,258.0,636.0,5.0,90.0
2024-08-19,Google,Search_TM_Campaign_01,SEARCH,80.415851,251.5,234.0,603.0,3.0,90.0
2024-08-20,Google,Search_TM_Campaign_01,SEARCH,57.103774,503.2,193.0,559.0,3.0,90.0
2024-08-21,Google,Search_TM_Campaign_01,SEARCH,61.820837,301.0,195.0,536.0,5.0,90.0
2024-08-22,Google,Search_TM_Campaign_01,SEARCH,62.363332,633.0,204.0,522.0,5.0,90.0
2024-08-23,Google,Search_TM_Campaign_01,SEARCH,59.379093,196.4,219.0,620.0,5.0,90.0
2024-08-24,Google,Search_TM_Campaign_01,SEARCH,55.206697,791.6,218.0,679.0,10.0,90.0
2024-08-25,Google,Search_TM_Campaign_01,SEARCH,75.53103,361.6,267.0,725.0,5.0,90.0
2024-08-26,Google,Search_TM_Campaign_01,SEARCH,54.933363,48.039186,197.0,566.0,1.004354,90.0
2024-08-27,Google,Search_TM_Campaign_01,SEARCH,65.54988,101.0,220.0,636.0,3.0,90.0
2024-08-28,Google,Search_TM_Campaign_01,SEARCH,73.812131,420.315226,254.0,672.0,8.523202999999999,90.0
2024-08-29,Google,Search_TM_Campaign_01,SEARCH,98.612461,233.715052,292.0,768.0,5.504919,90.0
2024-08-30,Google,Search_TM_Campaign_01,SEARCH,93.319113,1151.3214,301.0,817.0,13.665107,90.0
2024-08-31,Google,Search_TM_Campaign_01,SEARCH,86.868143,1212.0,343.0,975.0,11.0,90.0
